facility_id,state,condition_name,measure_name,risk_tier,penalty_flag,readmission_rate,penalty_cost,risk_score,improvement_rate,excess_readmission_ratio,hospital_rank_in_state,recommended_action,priority_level
210062,MD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,112.69,13133.01,61.0,13.14,1.1314,7,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
210062,MD,Pneumonia,READM-30-PN-HRRP,LOW,f,95.85,0.00,46.7,-4.01,0.9599,24,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
210063,MD,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.40,0.00,48.0,-2.43,0.9757,20,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
210063,MD,CABG,READM-30-CABG-HRRP,MEDIUM,t,100.09,269.86,50.2,0.27,1.0027,2,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
210063,MD,COPD,READM-30-COPD-HRRP,LOW,f,97.33,0.00,47.9,-2.56,0.9744,26,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
210063,MD,Heart Failure,READM-30-HF-HRRP,LOW,f,88.97,0.00,40.9,-10.90,0.891,39,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
210063,MD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,117.50,17960.45,65.0,17.97,1.1797,6,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
210063,MD,Pneumonia,READM-30-PN-HRRP,LOW,f,88.65,0.00,40.7,-11.22,0.8878,37,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
210065,MD,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,102.06,2238.81,51.9,2.24,1.0224,11,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
210065,MD,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.79,4907.39,54.1,4.91,1.0491,3,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
210065,MD,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,106.72,6866.35,55.7,6.87,1.0687,4,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
210065,MD,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,104.31,4727.49,53.9,4.73,1.0473,13,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
210065,MD,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,111.91,12073.58,60.1,12.08,1.1208,2,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220001,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,106.20,6386.60,55.3,6.39,1.0639,11,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220001,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.95,2068.90,51.7,2.07,1.0207,30,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220001,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.49,4637.53,53.9,4.63,1.0464,24,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220001,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.85,10004.68,58.3,10.01,1.1001,16,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220002,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,95.47,0.00,46.4,-4.36,0.9564,32,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220002,MA,CABG,READM-30-CABG-HRRP,LOW,f,93.26,0.00,44.5,-6.57,0.9343,11,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220002,MA,COPD,READM-30-COPD-HRRP,LOW,f,92.74,0.00,44.0,-7.15,0.9285,47,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220002,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,97.49,0.00,48.0,-2.37,0.9763,40,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220002,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,67.99,0.00,23.6,-31.74,0.6826,41,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220002,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,110.01,10164.59,58.5,10.17,1.1017,15,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220008,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,108.35,8465.50,57.1,8.47,1.0847,9,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220008,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,112.21,12363.42,60.3,12.37,1.1237,5,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220008,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,128.21,28704.73,73.9,28.72,1.2872,7,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
220008,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,113.02,13182.99,61.0,13.19,1.1319,9,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220010,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,109.16,9345.03,57.8,9.35,1.0935,9,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220010,MA,COPD,READM-30-COPD-HRRP,LOW,f,99.53,0.00,49.7,-0.36,0.9964,34,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220010,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.39,2538.65,52.1,2.54,1.0254,32,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220010,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,88.34,0.00,40.6,-11.30,0.8869,32,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220010,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,96.89,0.00,47.5,-2.96,0.9703,44,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220011,MA,COPD,READM-30-COPD-HRRP,LOW,f,93.02,0.00,44.3,-6.87,0.9313,46,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220011,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,94.39,0.00,45.4,-5.47,0.9453,47,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220011,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,92.75,0.00,44.3,-6.87,0.9312,24,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220011,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,95.47,0.00,46.3,-4.39,0.9561,47,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220012,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,109.68,9864.75,58.2,9.87,1.0987,8,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220012,MA,CABG,READM-30-CABG-HRRP,MEDIUM,t,104.19,4377.67,53.7,4.38,1.0438,8,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220012,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.61,4727.49,53.9,4.73,1.0473,25,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220012,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,111.33,11483.89,59.6,11.49,1.1149,7,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220012,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,128.74,29234.45,74.4,29.25,1.2925,6,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
220012,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.41,9564.91,58.0,9.57,1.0957,18,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220015,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,107.47,7585.96,56.3,7.59,1.0759,11,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220015,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,113.85,14002.55,61.7,14.01,1.1401,3,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220015,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,103.07,3478.15,52.9,3.48,1.0348,13,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220015,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,92.61,0.00,44.0,-7.25,0.9275,49,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220016,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.34,5457.10,54.6,5.46,1.0546,21,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220016,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.78,2928.44,52.4,2.93,1.0293,30,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220016,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,98.95,0.00,49.3,-0.90,0.991,38,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220017,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,96.84,0.00,47.5,-3.02,0.9698,43,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220017,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,101.00,1149.39,51.0,1.15,1.0115,34,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220019,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.61,4727.49,53.9,4.73,1.0473,25,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220019,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.92,10074.64,58.4,10.08,1.1008,9,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220019,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,110.85,11004.15,59.2,11.01,1.1101,10,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220020,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,105.27,5447.10,54.5,5.45,1.0545,13,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220020,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.09,4207.76,53.5,4.21,1.0421,27,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220020,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.64,4787.45,54.0,4.79,1.0479,21,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220020,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,97.30,0.00,48.1,-2.31,0.9769,16,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220020,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.68,0.00,48.2,-2.17,0.9783,41,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220024,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.74,4857.42,54.1,4.86,1.0486,24,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220024,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,106.23,6376.61,55.3,6.38,1.0638,15,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220024,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,104.71,5127.27,54.3,5.13,1.0513,12,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220024,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,107.33,7486.02,56.2,7.49,1.0749,20,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220029,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,114.65,14772.14,62.3,14.78,1.1478,2,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220029,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.53,4677.51,53.9,4.68,1.0468,23,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220029,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,MEDIUM,t,113.41,13852.63,61.6,13.86,1.1386,9,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220029,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,110.23,10384.48,58.7,10.39,1.1039,12,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220030,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,106.05,6166.72,55.1,6.17,1.0617,19,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220030,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.72,4867.41,54.1,4.87,1.0487,20,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220030,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102.87,3018.39,52.5,3.02,1.0302,28,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220031,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.17,0.00,48.6,-1.66,0.9834,29,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220031,MA,CABG,READM-30-CABG-HRRP,LOW,f,92.56,0.00,43.9,-7.27,0.9273,12,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220031,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,108.34,8455.50,57.1,8.46,1.0846,10,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220031,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,98.20,0.00,48.6,-1.66,0.9834,39,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220031,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.90,0.00,47.7,-2.71,0.9729,17,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220031,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,95.50,0.00,46.4,-4.36,0.9564,46,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220033,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,101.68,1859.01,51.6,1.86,1.0186,20,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220033,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,105.79,5906.86,54.9,5.91,1.0591,20,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220033,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,104.35,4497.61,53.8,4.50,1.045,26,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220033,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,96.34,0.00,47.3,-3.28,0.9672,18,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220033,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,98.08,0.00,48.5,-1.77,0.9823,40,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220035,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.21,0.00,48.7,-1.62,0.9838,28,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220035,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,101.21,1319.30,51.1,1.32,1.0132,31,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220035,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,97.36,0.00,47.9,-2.50,0.975,41,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220035,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,89.07,0.00,41.2,-10.59,0.8942,31,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220035,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.05,9205.10,57.7,9.21,1.0921,19,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220036,MA,AMI (Heart Attack),READM-30-AMI-HRRP,HIGH,t,126.17,26375.97,72.0,26.39,1.2639,1,REVIEW: Insufficient data — manual review recommended.,1
220036,MA,CABG,READM-30-CABG-HRRP,MEDIUM,t,105.08,5267.20,54.4,5.27,1.0527,7,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220036,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,104.41,4527.59,53.8,4.53,1.0453,26,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220036,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,113.67,13822.65,61.5,13.83,1.1383,4,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220036,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,88.16,0.00,40.4,-11.49,0.8851,33,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220036,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,93.07,0.00,44.3,-6.79,0.9321,48,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220046,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,97.80,0.00,48.3,-2.03,0.9797,30,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220046,MA,COPD,READM-30-COPD-HRRP,LOW,f,94.91,0.00,45.9,-4.98,0.9502,43,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220046,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.97,3118.34,52.6,3.12,1.0312,29,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220046,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,83.38,0.00,36.4,-16.29,0.8371,37,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220046,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,99.42,0.00,49.6,-0.43,0.9957,37,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220049,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,100.24,419.78,50.4,0.42,1.0042,21,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220049,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,108.88,8995.22,57.5,9.00,1.09,7,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220049,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,107.11,7256.14,56.1,7.26,1.0726,11,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220049,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,114.27,14432.32,62.0,14.44,1.1444,7,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220052,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,99.65,0.00,49.9,-0.18,0.9982,25,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220052,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,107.39,7506.01,56.3,7.51,1.0751,12,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220052,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,100.13,269.86,50.2,0.27,1.0027,35,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220052,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,95.61,0.00,46.7,-4.01,0.9599,20,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220052,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,96.63,0.00,47.3,-3.23,0.9677,45,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220060,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,99.91,89.95,50.1,0.09,1.0009,23,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220060,MA,COPD,READM-30-COPD-HRRP,LOW,f,96.95,0.00,47.6,-2.94,0.9706,40,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220060,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,95.65,0.00,46.5,-4.21,0.9579,46,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220060,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,93.01,0.00,44.5,-6.62,0.9338,22,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220060,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,97.67,0.00,48.2,-2.18,0.9782,42,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220063,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,111.57,11763.74,59.8,11.77,1.1177,7,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220063,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,110.10,10214.57,58.5,10.22,1.1022,6,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220063,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,106.62,6766.40,55.6,6.77,1.0677,12,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220063,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,90.55,0.00,42.4,-9.09,0.9091,27,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220063,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,110.20,10354.49,58.6,10.36,1.1036,13,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220065,MA,COPD,READM-30-COPD-HRRP,LOW,f,98.53,0.00,48.9,-1.36,0.9864,38,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220065,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,106.29,6436.58,55.4,6.44,1.0644,14,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220065,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,102.70,2848.48,52.4,2.85,1.0285,29,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220066,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,111.52,11643.81,59.7,11.65,1.1165,5,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220066,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,102.35,2498.67,52.1,2.49,1.025,33,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220066,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,90.26,0.00,42.2,-9.38,0.9062,28,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220066,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,109.57,9724.83,58.1,9.73,1.0973,17,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220070,MA,AMI (Heart Attack),READM-30-AMI-HRRP,MEDIUM,t,103.51,3688.04,53.1,3.69,1.0369,15,MONITOR: Review discharge planning checklist. Identify high-risk patients for follow-up calls.,2
220070,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,113.48,13602.76,61.3,13.61,1.1361,4,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220070,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,105.06,5207.23,54.3,5.21,1.0521,18,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220070,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,136.99,37520.04,81.3,37.54,1.3754,5,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
220070,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,115.07,15231.90,62.7,15.24,1.1524,5,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220071,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.65,0.00,49.0,-1.18,0.9882,27,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220071,MA,CABG,READM-30-CABG-HRRP,LOW,f,78.46,0.00,32.2,-21.40,0.786,13,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220071,MA,COPD,READM-30-COPD-HRRP,LOW,f,99.38,0.00,49.6,-0.51,0.9949,35,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220071,MA,Heart Failure,READM-30-HF-HRRP,LOW,f,91.41,0.00,43.0,-8.46,0.9154,50,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220071,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,LOW,f,89.87,0.00,41.9,-9.77,0.9023,29,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220071,MA,Pneumonia,READM-30-PN-HRRP,LOW,f,91.12,0.00,42.7,-8.74,0.9126,50,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220073,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,98.86,0.00,49.2,-0.97,0.9903,26,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
220073,MA,COPD,READM-30-COPD-HRRP,MEDIUM,t,106.60,6716.43,55.6,6.72,1.0672,16,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
220073,MA,Heart Failure,READM-30-HF-HRRP,MEDIUM,t,109.35,9504.94,57.9,9.51,1.0951,10,MONITOR: Verify daily weight monitoring education at discharge. Schedule follow-up within 14 days.,2
220073,MA,Hip/Knee Replacement,READM-30-HIP-KNEE-HRRP,HIGH,t,155.32,55910.26,96.6,55.94,1.5594,2,URGENT: Strengthen post-surgical care coordination. Add physical therapy follow-up within 5 days.,1
220073,MA,Pneumonia,READM-30-PN-HRRP,MEDIUM,t,114.36,14522.28,62.1,14.53,1.1453,6,MONITOR: Verify appropriate antibiotic duration. Ensure follow-up chest X-ray scheduled.,2
220074,MA,AMI (Heart Attack),READM-30-AMI-HRRP,LOW,f,86.31,0.00,38.7,-13.54,0.8646,33,MAINTAIN: Current protocols effective. Continue monitoring quarterly. Share best practices.,3
250123,MS,COPD,READM-30-COPD-HRRP,MEDIUM,t,102.81,2928.44,52.4,2.93,1.0293,12,MONITOR: Ensure inhaler technique education at discharge. Schedule follow-up within 2 weeks.,2
